destination_port,destination_ix,destination_iy,destination_class,source_port,source_ix,source_iy,source_class,top3_occurrence_count,mean_contribution_fraction,max_contribution_fraction,manhattan_distance
66,4,2,interior,34,2,2,interior,2,0.04245517282051893,0.04270161543384706,2
196,12,4,interior,179,11,3,interior,2,0.042341674402753125,0.042470471802043476,2
66,4,2,interior,98,6,2,interior,2,0.042106672126493924,0.04240209112282559,2
212,13,4,interior,165,10,5,interior,2,0.04203961317773999,0.042255108743438075,4
53,3,5,interior,53,3,5,interior,2,0.04180408436272449,0.04197830624270827,0
154,9,10,interior,186,11,10,interior,2,0.04168934203940134,0.041697798100458476,2
247,15,7,edge,244,15,4,edge,2,0.03969989598076368,0.04142952071919484,3
217,13,9,interior,217,13,9,interior,2,0.040115346340585153,0.0406015746282178,0
82,5,2,interior,50,3,2,interior,2,0.040240882525774804,0.04041841452439467,2
164,10,4,interior,196,12,4,interior,2,0.039590876848924865,0.040203004486111,2
113,7,1,interior,163,10,3,interior,2,0.039714025703861566,0.04002295352323888,5
197,12,5,interior,197,12,5,interior,2,0.03961406794625866,0.03998460479810699,0
109,6,13,interior,141,8,13,interior,2,0.03935167602460947,0.039764126396483065,2
137,8,9,interior,105,6,9,interior,2,0.038978175476810144,0.03920574035086784,2
186,11,10,interior,154,9,10,interior,2,0.038238556735495075,0.038783234517093326,2
76,4,12,interior,61,3,13,interior,2,0.03861301297889129,0.03866794312726232,2
66,4,2,interior,51,3,3,interior,2,0.03816745089809904,0.03858352242547398,2
168,10,8,interior,135,8,7,interior,2,0.0382313587682738,0.03823859908968966,3
13,0,13,edge,28,1,12,interior,2,0.03794485873389964,0.03803451566835796,2
122,7,10,interior,90,5,10,interior,2,0.037308442265026096,0.03774021900452917,2
170,10,10,interior,170,10,10,interior,2,0.03732465649618001,0.037485904909823155,0
200,12,8,interior,167,10,7,interior,2,0.03649875349707406,0.036812120441038584,3
100,6,4,interior,115,7,3,interior,2,0.03668219965487648,0.036796859799403336,2
137,8,9,interior,169,10,9,interior,2,0.0363989762008347,0.0367069089155987,2
197,12,5,interior,165,10,5,interior,2,0.03602052424277653,0.036572979605135114,2
74,4,10,interior,73,4,9,interior,2,0.03372928447240837,0.036523347492689505,1
10,0,10,edge,7,0,7,edge,2,0.035141071272490235,0.03561505835285868,3
90,5,10,interior,90,5,10,interior,2,0.03469112334252651,0.03512537510396468,0
13,0,13,edge,44,2,12,interior,2,0.035110718989910014,0.03511137809812603,3
25,1,9,interior,44,2,12,interior,2,0.034362273369350244,0.03456341992261755,4
168,10,8,interior,185,11,9,interior,2,0.032347551567385516,0.03413605870409922,2
9,0,9,edge,12,0,12,edge,2,0.03370247548128297,0.033864721479326766,3
58,3,10,interior,73,4,9,interior,2,0.03374567691629263,0.03385122807564155,2
234,14,10,interior,203,12,11,interior,2,0.032959796800742236,0.03305028845183942,3
124,7,12,interior,124,7,12,interior,2,0.032371276502963835,0.03250985568968398,0
41,2,9,interior,42,2,10,interior,2,0.0317861094143469,0.032269096799020736,1
9,0,9,edge,11,0,11,edge,2,0.03192118893272358,0.032108598608837975,2
120,7,8,interior,88,5,8,interior,2,0.031637116585180564,0.031646089212747155,2
186,11,10,interior,217,13,9,interior,2,0.03036925952380936,0.030400494552724387,3
181,11,5,interior,181,11,5,interior,2,0.02898546153790697,0.03021553878083728,0
75,4,11,interior,90,5,10,interior,2,0.029478650017906373,0.02989692372886574,2
165,10,5,interior,165,10,5,interior,2,0.029407721292021044,0.029436940590781956,0
75,4,11,interior,89,5,9,interior,2,0.024869160349104608,0.02493469578197821,3
48,3,0,edge,32,2,0,edge,1,0.2409256073564903,0.2409256073564903,1
31,1,15,edge,15,0,15,corner,1,0.23873530275568272,0.23873530275568272,1
195,12,3,interior,211,13,3,interior,1,0.22369375829948895,0.22369375829948895,1
194,12,2,interior,178,11,2,interior,1,0.21317073700833147,0.21317073700833147,1
222,13,14,interior,206,12,14,interior,1,0.21087455522495674,0.21087455522495674,1
63,3,15,edge,79,4,15,edge,1,0.19669557246942945,0.19669557246942945,1
14,0,14,edge,30,1,14,interior,1,0.19613598292510911,0.19613598292510911,1
223,13,15,edge,207,12,15,edge,1,0.19289991166227224,0.19289991166227224,1
28,1,12,interior,44,2,12,interior,1,0.1928591208698811,0.1928591208698811,1
211,13,3,interior,195,12,3,interior,1,0.1916024946298161,0.1916024946298161,1
65,4,1,interior,81,5,1,interior,1,0.18494750834952994,0.18494750834952994,1
66,4,2,interior,50,3,2,interior,1,0.17745687196614685,0.17745687196614685,1
83,5,3,interior,99,6,3,interior,1,0.17711857711568638,0.17711857711568638,1
180,11,4,interior,196,12,4,interior,1,0.17683515782349804,0.17683515782349804,1
15,0,15,corner,31,1,15,edge,1,0.17237419401864787,0.17237419401864787,1
32,2,0,edge,16,1,0,edge,1,0.1715798949084052,0.1715798949084052,1
75,4,11,interior,91,5,11,interior,1,0.16761754204084323,0.16761754204084323,1
68,4,4,interior,52,3,4,interior,1,0.16598358240628575,0.16598358240628575,1
12,0,12,edge,28,1,12,interior,1,0.16384608861537095,0.16384608861537095,1
207,12,15,edge,223,13,15,edge,1,0.15996607589042286,0.15996607589042286,1
41,2,9,interior,57,3,9,interior,1,0.1593370470090305,0.1593370470090305,1
64,4,0,edge,48,3,0,edge,1,0.15894705766189202,0.15894705766189202,1
48,3,0,edge,48,3,0,edge,1,0.15874581769724158,0.15874581769724158,0
51,3,3,interior,67,4,3,interior,1,0.1578871940446809,0.1578871940446809,1
223,13,15,edge,223,13,15,edge,1,0.15281445270498833,0.15281445270498833,0
212,13,4,interior,196,12,4,interior,1,0.15079963391169926,0.15079963391169926,1
221,13,13,interior,237,14,13,interior,1,0.14837378590579012,0.14837378590579012,1
184,11,8,interior,168,10,8,interior,1,0.14823511739194867,0.14823511739194867,1
34,2,2,interior,18,1,2,interior,1,0.1479920163097269,0.1479920163097269,1
252,15,12,edge,236,14,12,interior,1,0.14654171895007972,0.14654171895007972,1
167,10,7,interior,183,11,7,interior,1,0.1463647647889453,0.1463647647889453,1
40,2,8,interior,24,1,8,interior,1,0.14274490183957225,0.14274490183957225,1
4,0,4,edge,20,1,4,interior,1,0.14201010068292072,0.14201010068292072,1
146,9,2,interior,162,10,2,interior,1,0.1406850349563076,0.1406850349563076,1
97,6,1,interior,113,7,1,interior,1,0.14000092183087195,0.14000092183087195,1
167,10,7,interior,151,9,7,interior,1,0.13954038901910135,0.13954038901910135,1
97,6,1,interior,81,5,1,interior,1,0.1386626039137191,0.1386626039137191,1
102,6,6,interior,86,5,6,interior,1,0.1364372636042156,0.1364372636042156,1
8,0,8,edge,24,1,8,interior,1,0.13624931389616945,0.13624931389616945,1
10,0,10,edge,10,0,10,edge,1,0.13509775035558283,0.13509775035558283,0
129,8,1,interior,145,9,1,interior,1,0.13507687742014887,0.13507687742014887,1
30,1,14,interior,46,2,14,interior,1,0.13469092005941274,0.13469092005941274,1
79,4,15,edge,63,3,15,edge,1,0.13389926243725347,0.13389926243725347,1
204,12,12,interior,188,11,12,interior,1,0.13332669099859693,0.13332669099859693,1
207,12,15,edge,207,12,15,edge,1,0.13271550845904478,0.13271550845904478,0
113,7,1,interior,129,8,1,interior,1,0.12935527229182053,0.12935527229182053,1
49,3,1,interior,33,2,1,interior,1,0.12802277684037588,0.12802277684037588,1
189,11,13,interior,173,10,13,interior,1,0.12734953325135473,0.12734953325135473,1
99,6,3,interior,115,7,3,interior,1,0.12690221268163673,0.12690221268163673,1
27,1,11,interior,11,0,11,edge,1,0.12582089222870926,0.12582089222870926,1
43,2,11,interior,59,3,11,interior,1,0.12460047871519685,0.12460047871519685,1
39,2,7,interior,55,3,7,interior,1,0.12436238541317678,0.12436238541317678,1
205,12,13,interior,189,11,13,interior,1,0.12419423432677212,0.12419423432677212,1
244,15,4,edge,228,14,4,interior,1,0.12380563158378656,0.12380563158378656,1
2,0,2,edge,2,0,2,edge,1,0.12342163709147409,0.12342163709147409,0
191,11,15,edge,159,9,15,edge,1,0.1230537812675247,0.1230537812675247,2
142,8,14,interior,126,7,14,interior,1,0.12191023094298264,0.12191023094298264,1
126,7,14,interior,142,8,14,interior,1,0.12170260505742593,0.12170260505742593,1
18,1,2,interior,2,0,2,edge,1,0.1216488863646792,0.1216488863646792,1
38,2,6,interior,22,1,6,interior,1,0.12071059877915583,0.12071059877915583,1
250,15,10,edge,234,14,10,interior,1,0.11883905857287054,0.11883905857287054,1
182,11,6,interior,166,10,6,interior,1,0.11882383770743965,0.11882383770743965,1
218,13,10,interior,234,14,10,interior,1,0.11678782245859093,0.11678782245859093,1
159,9,15,edge,175,10,15,edge,1,0.11655124833673004,0.11655124833673004,1
198,12,6,interior,214,13,6,interior,1,0.11597826627358744,0.11597826627358744,1
107,6,11,interior,123,7,11,interior,1,0.11523480219973183,0.11523480219973183,1
195,12,3,interior,195,12,3,interior,1,0.11501153267131135,0.11501153267131135,0
146,9,2,interior,130,8,2,interior,1,0.11477172178948888,0.11477172178948888,1
65,4,1,interior,49,3,1,interior,1,0.11468953179549998,0.11468953179549998,1
37,2,5,interior,53,3,5,interior,1,0.11459830994417856,0.11459830994417856,1
170,10,10,interior,154,9,10,interior,1,0.1122419330326784,0.1122419330326784,1
184,11,8,interior,200,12,8,interior,1,0.11161150402905795,0.11161150402905795,1
20,1,4,interior,4,0,4,edge,1,0.1109852366044419,0.1109852366044419,1
125,7,13,interior,109,6,13,interior,1,0.10991131401198109,0.10991131401198109,1
60,3,12,interior,44,2,12,interior,1,0.10887943602633496,0.10887943602633496,1
194,12,2,interior,162,10,2,interior,1,0.10838156791990046,0.10838156791990046,2
82,5,2,interior,98,6,2,interior,1,0.10797068472418495,0.10797068472418495,1
224,14,0,edge,240,15,0,corner,1,0.10630200185287597,0.10630200185287597,1
3,0,3,edge,3,0,3,edge,1,0.10611127145555133,0.10611127145555133,0
72,4,8,interior,56,3,8,interior,1,0.10525919063460897,0.10525919063460897,1
227,14,3,interior,211,13,3,interior,1,0.10449137633805404,0.10449137633805404,1
124,7,12,interior,140,8,12,interior,1,0.1041592918714053,0.1041592918714053,1
11,0,11,edge,43,2,11,interior,1,0.10333460409792268,0.10333460409792268,2
52,3,4,interior,68,4,4,interior,1,0.1024791462585771,0.1024791462585771,1
129,8,1,interior,129,8,1,interior,1,0.1014616941924801,0.1014616941924801,0
116,7,4,interior,100,6,4,interior,1,0.10140080223505034,0.10140080223505034,1
30,1,14,interior,14,0,14,edge,1,0.09992530425937651,0.09992530425937651,1
4,0,4,edge,36,2,4,interior,1,0.09883552030778354,0.09883552030778354,2
243,15,3,edge,241,15,1,edge,1,0.0986959931859471,0.0986959931859471,2
34,2,2,interior,50,3,2,interior,1,0.09853833527982311,0.09853833527982311,1
64,4,0,edge,80,5,0,edge,1,0.09751812538985657,0.09751812538985657,1
147,9,3,interior,163,10,3,interior,1,0.0968565941545163,0.0968565941545163,1
126,7,14,interior,110,6,14,interior,1,0.09667013753534098,0.09667013753534098,1
29,1,13,interior,61,3,13,interior,1,0.09661166588566053,0.09661166588566053,2
224,14,0,edge,208,13,0,edge,1,0.09633674219372064,0.09633674219372064,1
33,2,1,interior,33,2,1,interior,1,0.09607448533828057,0.09607448533828057,0
241,15,1,edge,209,13,1,interior,1,0.0960622893976811,0.0960622893976811,2
48,3,0,edge,80,5,0,edge,1,0.09577519726410404,0.09577519726410404,2
225,14,1,interior,209,13,1,interior,1,0.09545293671535394,0.09545293671535394,1
4,0,4,edge,2,0,2,edge,1,0.0950976606129529,0.0950976606129529,2
125,7,13,interior,141,8,13,interior,1,0.09468283956067232,0.09468283956067232,1
173,10,13,interior,157,9,13,interior,1,0.09439465738290746,0.09439465738290746,1
222,13,14,interior,190,11,14,interior,1,0.09319335152920444,0.09319335152920444,2
72,4,8,interior,88,5,8,interior,1,0.0931336064506367,0.0931336064506367,1
49,3,1,interior,65,4,1,interior,1,0.09273955766149186,0.09273955766149186,1
33,2,1,interior,49,3,1,interior,1,0.09182118431505021,0.09182118431505021,1
159,9,15,edge,143,8,15,edge,1,0.09176306497444571,0.09176306497444571,1
147,9,3,interior,131,8,3,interior,1,0.09162763132693076,0.09162763132693076,1
61,3,13,interior,45,2,13,interior,1,0.09085933934123558,0.09085933934123558,1
52,3,4,interior,36,2,4,interior,1,0.08990668999842576,0.08990668999842576,1
227,14,3,interior,227,14,3,interior,1,0.08958516473716503,0.08958516473716503,0
253,15,13,edge,237,14,13,interior,1,0.08955170604651981,0.08955170604651981,1
242,15,2,edge,242,15,2,edge,1,0.08900843572656497,0.08900843572656497,0
177,11,1,interior,161,10,1,interior,1,0.08825184681110824,0.08825184681110824,1
250,15,10,edge,248,15,8,edge,1,0.08762584021905273,0.08762584021905273,2
20,1,4,interior,36,2,4,interior,1,0.08644854349108207,0.08644854349108207,1
44,2,12,interior,60,3,12,interior,1,0.08643234937397118,0.08643234937397118,1
222,13,14,interior,222,13,14,interior,1,0.0858007729685583,0.0858007729685583,0
105,6,9,interior,89,5,9,interior,1,0.08563516594268457,0.08563516594268457,1
37,2,5,interior,37,2,5,interior,1,0.08520915453476946,0.08520915453476946,0
88,5,8,interior,72,4,8,interior,1,0.08453045680721541,0.08453045680721541,1
212,13,4,interior,228,14,4,interior,1,0.0840633860974548,0.0840633860974548,1
27,1,11,interior,59,3,11,interior,1,0.0839666762098349,0.0839666762098349,2
215,13,7,interior,199,12,7,interior,1,0.08383167844183688,0.08383167844183688,1
158,9,14,interior,158,9,14,interior,1,0.0837434105099987,0.0837434105099987,0
110,6,14,interior,94,5,14,interior,1,0.08366418484372978,0.08366418484372978,1
103,6,7,interior,119,7,7,interior,1,0.0832350896871425,0.0832350896871425,1
81,5,1,interior,113,7,1,interior,1,0.08311413193917282,0.08311413193917282,2
242,15,2,edge,240,15,0,corner,1,0.0831031083477668,0.0831031083477668,2
121,7,9,interior,153,9,9,interior,1,0.08290657060828589,0.08290657060828589,2
230,14,6,interior,246,15,6,edge,1,0.08272220878562463,0.08272220878562463,1
60,3,12,interior,28,1,12,interior,1,0.08246948628356901,0.08246948628356901,2
175,10,15,edge,175,10,15,edge,1,0.08243845086926684,0.08243845086926684,0
131,8,3,interior,115,7,3,interior,1,0.0823920166664245,0.0823920166664245,1
227,14,3,interior,243,15,3,edge,1,0.08191174750981565,0.08191174750981565,1
99,6,3,interior,83,5,3,interior,1,0.08129712476384615,0.08129712476384615,1
247,15,7,edge,245,15,5,edge,1,0.08113585599417636,0.08113585599417636,2
221,13,13,interior,221,13,13,interior,1,0.08068996670741531,0.08068996670741531,0
154,9,10,interior,138,8,10,interior,1,0.08022254473926536,0.08022254473926536,1
211,13,3,interior,179,11,3,interior,1,0.07997562820162296,0.07997562820162296,2
33,2,1,interior,50,3,2,interior,1,0.07967297899176128,0.07967297899176128,2
109,6,13,interior,125,7,13,interior,1,0.07905658577442479,0.07905658577442479,1
10,0,10,edge,8,0,8,edge,1,0.07899756011320735,0.07899756011320735,2
251,15,11,edge,251,15,11,edge,1,0.07779109464105727,0.07779109464105727,0
12,0,12,edge,44,2,12,interior,1,0.07777349399429018,0.07777349399429018,2
204,12,12,interior,220,13,12,interior,1,0.07736476103742027,0.07736476103742027,1
2,0,2,edge,0,0,0,corner,1,0.0765092884513601,0.0765092884513601,2
159,9,15,edge,174,10,14,interior,1,0.07647905737644245,0.07647905737644245,2
159,9,15,edge,191,11,15,edge,1,0.07590970085770278,0.07590970085770278,2
111,6,15,edge,111,6,15,edge,1,0.07583741385696922,0.07583741385696922,0
163,10,3,interior,147,9,3,interior,1,0.07576889413596523,0.07576889413596523,1
32,2,0,edge,17,1,1,interior,1,0.07561852069280758,0.07561852069280758,2
104,6,8,interior,88,5,8,interior,1,0.0754087737646941,0.0754087737646941,1
129,8,1,interior,96,6,0,edge,1,0.07536376837878736,0.07536376837878736,3
241,15,1,edge,244,15,4,edge,1,0.07528466142159543,0.07528466142159543,3
218,13,10,interior,202,12,10,interior,1,0.07523559055100869,0.07523559055100869,1
222,13,14,interior,254,15,14,edge,1,0.07481641581048841,0.07481641581048841,2
204,12,12,interior,172,10,12,interior,1,0.07471722134613155,0.07471722134613155,2
157,9,13,interior,189,11,13,interior,1,0.07445947611238281,0.07445947611238281,2
59,3,11,interior,91,5,11,interior,1,0.07385887729642768,0.07385887729642768,2
119,7,7,interior,103,6,7,interior,1,0.0738128110606013,0.0738128110606013,1
127,7,15,edge,111,6,15,edge,1,0.07375818295526902,0.07375818295526902,1
65,4,1,interior,65,4,1,interior,1,0.0736656287592386,0.0736656287592386,0
253,15,13,edge,205,12,13,interior,1,0.07357311842576239,0.07357311842576239,3
70,4,6,interior,38,2,6,interior,1,0.07193478040835444,0.07193478040835444,2
41,2,9,interior,41,2,9,interior,1,0.0714203350221396,0.0714203350221396,0
119,7,7,interior,135,8,7,interior,1,0.07140028625122692,0.07140028625122692,1
243,15,3,edge,211,13,3,interior,1,0.07131210638869133,0.07131210638869133,2
63,3,15,edge,63,3,15,edge,1,0.07125765225765514,0.07125765225765514,0
112,7,0,edge,96,6,0,edge,1,0.07117525632782848,0.07117525632782848,1
191,11,15,edge,157,9,13,interior,1,0.07042495178455133,0.07042495178455133,4
60,3,12,interior,92,5,12,interior,1,0.06994693568985828,0.06994693568985828,2
222,13,14,interior,205,12,13,interior,1,0.0699366407460757,0.0699366407460757,2
3,0,3,edge,1,0,1,edge,1,0.0694373621854032,0.0694373621854032,2
106,6,10,interior,90,5,10,interior,1,0.0691381444492739,0.0691381444492739,1
250,15,10,edge,253,15,13,edge,1,0.06887261070548253,0.06887261070548253,3
191,11,15,edge,206,12,14,interior,1,0.06885486308240057,0.06885486308240057,2
66,4,2,interior,66,4,2,interior,1,0.06875170007385736,0.06875170007385736,0
51,3,3,interior,51,3,3,interior,1,0.06798713438193164,0.06798713438193164,0
7,0,7,edge,39,2,7,interior,1,0.06794856358289923,0.06794856358289923,2
63,3,15,edge,31,1,15,edge,1,0.06794523623323094,0.06794523623323094,2
32,2,0,edge,80,5,0,edge,1,0.06788276951512547,0.06788276951512547,3
177,11,1,interior,177,11,1,interior,1,0.06769270902020041,0.06769270902020041,0
231,14,7,interior,199,12,7,interior,1,0.06758194186991087,0.06758194186991087,2
184,11,8,interior,152,9,8,interior,1,0.0673197514652763,0.0673197514652763,2
74,4,10,interior,106,6,10,interior,1,0.06718195225951157,0.06718195225951157,2
209,13,1,interior,194,12,2,interior,1,0.06693439838154114,0.06693439838154114,2
243,15,3,edge,245,15,5,edge,1,0.06649084244280026,0.06649084244280026,2
3,0,3,edge,0,0,0,corner,1,0.06601109712292032,0.06601109712292032,3
75,4,11,interior,59,3,11,interior,1,0.06538778839943328,0.06538778839943328,1
202,12,10,interior,202,12,10,interior,1,0.06531778183249806,0.06531778183249806,0
64,4,0,edge,96,6,0,edge,1,0.06505557362948128,0.06505557362948128,2
31,1,15,edge,31,1,15,edge,1,0.06504397877732393,0.06504397877732393,0
0,0,0,corner,2,0,2,edge,1,0.06498687541861294,0.06498687541861294,2
158,9,14,interior,142,8,14,interior,1,0.06490789017401878,0.06490789017401878,1
116,7,4,interior,116,7,4,interior,1,0.06452284802789995,0.06452284802789995,0
107,6,11,interior,75,4,11,interior,1,0.06440832766186032,0.06440832766186032,2
173,10,13,interior,205,12,13,interior,1,0.0643420201448963,0.0643420201448963,2
14,0,14,edge,10,0,10,edge,1,0.0636041763339475,0.0636041763339475,4
135,8,7,interior,103,6,7,interior,1,0.06321938698245201,0.06321938698245201,2
219,13,11,interior,251,15,11,edge,1,0.06308006216890572,0.06308006216890572,2
210,13,2,interior,195,12,3,interior,1,0.06302584351937127,0.06302584351937127,2
173,10,13,interior,141,8,13,interior,1,0.06294252190477873,0.06294252190477873,2
38,2,6,interior,54,3,6,interior,1,0.06285260427084013,0.06285260427084013,1
159,9,15,edge,127,7,15,edge,1,0.06283293892589434,0.06283293892589434,2
147,9,3,interior,99,6,3,interior,1,0.06281132254186104,0.06281132254186104,3
220,13,12,interior,252,15,12,edge,1,0.06251685398249937,0.06251685398249937,2
149,9,5,interior,165,10,5,interior,1,0.0624547065936197,0.0624547065936197,1
202,12,10,interior,169,10,9,interior,1,0.061928526602353706,0.061928526602353706,3
183,11,7,interior,183,11,7,interior,1,0.06190774744460163,0.06190774744460163,0
78,4,14,interior,110,6,14,interior,1,0.061606352625405134,0.061606352625405134,2
37,2,5,interior,69,4,5,interior,1,0.06154874473616846,0.06154874473616846,2
64,4,0,edge,49,3,1,interior,1,0.061467943368300616,0.061467943368300616,2
64,4,0,edge,64,4,0,edge,1,0.06144400389717153,0.06144400389717153,0
82,5,2,interior,66,4,2,interior,1,0.061312531905644355,0.061312531905644355,1
66,4,2,interior,35,2,3,interior,1,0.0610836422016498,0.0610836422016498,3
147,9,3,interior,147,9,3,interior,1,0.06015760891863094,0.06015760891863094,0
246,15,6,edge,248,15,8,edge,1,0.05979232339343937,0.05979232339343937,2
51,3,3,interior,19,1,3,interior,1,0.05931482767199938,0.05931482767199938,2
72,4,8,interior,72,4,8,interior,1,0.05931186185027004,0.05931186185027004,0
139,8,11,interior,171,10,11,interior,1,0.05928903830908964,0.05928903830908964,2
247,15,7,edge,246,15,6,edge,1,0.059277623559855996,0.059277623559855996,1
155,9,11,interior,187,11,11,interior,1,0.05912638767815925,0.05912638767815925,2
241,15,1,edge,245,15,5,edge,1,0.059063554837570864,0.059063554837570864,4
35,2,3,interior,3,0,3,edge,1,0.058842526152745316,0.058842526152745316,2
178,11,2,interior,146,9,2,interior,1,0.05870224680312436,0.05870224680312436,2
190,11,14,interior,238,14,14,interior,1,0.058689576485618955,0.058689576485618955,3
213,13,5,interior,181,11,5,interior,1,0.058645922068869816,0.058645922068869816,2
94,5,14,interior,126,7,14,interior,1,0.05815305913432558,0.05815305913432558,2
111,6,15,edge,143,8,15,edge,1,0.05805725368792029,0.05805725368792029,2
95,5,15,edge,126,7,14,interior,1,0.05804228007198918,0.05804228007198918,3
88,5,8,interior,104,6,8,interior,1,0.05786667332245658,0.05786667332245658,1
208,13,0,edge,209,13,1,interior,1,0.05786591286910315,0.05786591286910315,1
246,15,6,edge,249,15,9,edge,1,0.05777823884643195,0.05777823884643195,3
33,2,1,interior,51,3,3,interior,1,0.05766238406549783,0.05766238406549783,3
15,0,15,corner,12,0,12,edge,1,0.05755922088910032,0.05755922088910032,3
71,4,7,interior,40,2,8,interior,1,0.05744415391756777,0.05744415391756777,3
75,4,11,interior,107,6,11,interior,1,0.05715125384346116,0.05715125384346116,2
116,7,4,interior,99,6,3,interior,1,0.0571289161944812,0.0571289161944812,2
4,0,4,edge,19,1,3,interior,1,0.05685318268858095,0.05685318268858095,2
134,8,6,interior,150,9,6,interior,1,0.056842206374588415,0.056842206374588415,1
96,6,0,edge,112,7,0,edge,1,0.056689903449612354,0.056689903449612354,1
253,15,13,edge,250,15,10,edge,1,0.056676052458117306,0.056676052458117306,3
81,5,1,interior,81,5,1,interior,1,0.05651111158739102,0.05651111158739102,0
183,11,7,interior,215,13,7,interior,1,0.05642288188263194,0.05642288188263194,2
246,15,6,edge,246,15,6,edge,1,0.056360784793021174,0.056360784793021174,0
211,13,3,interior,243,15,3,edge,1,0.05620461852479167,0.05620461852479167,2
59,3,11,interior,74,4,10,interior,1,0.05620027483660277,0.05620027483660277,2
195,12,3,interior,212,13,4,interior,1,0.05617098775474898,0.05617098775474898,2
155,9,11,interior,170,10,10,interior,1,0.05599130265552453,0.05599130265552453,2
160,10,0,edge,177,11,1,interior,1,0.05584263519526712,0.05584263519526712,2
191,11,15,edge,158,9,14,interior,1,0.055809095888834884,0.055809095888834884,3
43,2,11,interior,58,3,10,interior,1,0.05561604000537942,0.05561604000537942,2
242,15,2,edge,245,15,5,edge,1,0.05542169746176243,0.05542169746176243,3
33,2,1,interior,0,0,0,corner,1,0.05527923105013728,0.05527923105013728,3
59,3,11,interior,42,2,10,interior,1,0.05519104526498211,0.05519104526498211,2
198,12,6,interior,198,12,6,interior,1,0.05457233361478814,0.05457233361478814,0
244,15,4,edge,196,12,4,interior,1,0.05444716316134354,0.05444716316134354,3
205,12,13,interior,205,12,13,interior,1,0.0543760120211502,0.0543760120211502,0
68,4,4,interior,36,2,4,interior,1,0.05435371822606718,0.05435371822606718,2
247,15,7,edge,214,13,6,interior,1,0.054347589902827856,0.054347589902827856,3
107,6,11,interior,139,8,11,interior,1,0.054237193781765294,0.054237193781765294,2
15,0,15,corner,46,2,14,interior,1,0.054218271853004804,0.054218271853004804,3
64,4,0,edge,97,6,1,interior,1,0.054115934121129826,0.054115934121129826,3
68,4,4,interior,116,7,4,interior,1,0.05409142427014596,0.05409142427014596,3
207,12,15,edge,174,10,14,interior,1,0.05386871447299852,0.05386871447299852,3
84,5,4,interior,116,7,4,interior,1,0.05382232108892543,0.05382232108892543,2
66,4,2,interior,81,5,1,interior,1,0.05372237352730269,0.05372237352730269,2
29,1,13,interior,29,1,13,interior,1,0.053605887039431005,0.053605887039431005,0
66,4,2,interior,99,6,3,interior,1,0.053580188720680745,0.053580188720680745,3
102,6,6,interior,70,4,6,interior,1,0.05343722938491094,0.05343722938491094,2
99,6,3,interior,82,5,2,interior,1,0.053304662963128635,0.053304662963128635,2
123,7,11,interior,155,9,11,interior,1,0.053275025824262044,0.053275025824262044,2
33,2,1,interior,67,4,3,interior,1,0.052859877790745045,0.052859877790745045,4
170,10,10,interior,140,8,12,interior,1,0.05280392635341835,0.05280392635341835,4
127,7,15,edge,142,8,14,interior,1,0.05280141842859447,0.05280141842859447,2
178,11,2,interior,210,13,2,interior,1,0.05256940658953322,0.05256940658953322,2
164,10,4,interior,132,8,4,interior,1,0.05250664575988678,0.05250664575988678,2
78,4,14,interior,109,6,13,interior,1,0.05245563954830909,0.05245563954830909,3
95,5,15,edge,110,6,14,interior,1,0.05230153278248468,0.05230153278248468,2
245,15,5,edge,245,15,5,edge,1,0.052246207006155225,0.052246207006155225,0
189,11,13,interior,174,10,14,interior,1,0.05213533884116557,0.05213533884116557,2
127,7,15,edge,110,6,14,interior,1,0.05195989333062345,0.05195989333062345,2
36,2,4,interior,36,2,4,interior,1,0.05193020946449934,0.05193020946449934,0
31,1,15,edge,79,4,15,edge,1,0.05191811404412001,0.05191811404412001,3
58,3,10,interior,58,3,10,interior,1,0.05188971747904755,0.05188971747904755,0
146,9,2,interior,146,9,2,interior,1,0.05183983515370411,0.05183983515370411,0
222,13,14,interior,204,12,12,interior,1,0.051837082784599774,0.051837082784599774,3
64,4,0,edge,65,4,1,interior,1,0.05161509532959218,0.05161509532959218,1
43,2,11,interior,76,4,12,interior,1,0.05161135264531091,0.05161135264531091,3
174,10,14,interior,174,10,14,interior,1,0.05158990598815096,0.05158990598815096,0
154,9,10,interior,154,9,10,interior,1,0.05144431799043482,0.05144431799043482,0
112,7,0,edge,146,9,2,interior,1,0.05137512107437054,0.05137512107437054,4
142,8,14,interior,110,6,14,interior,1,0.05110860599062291,0.05110860599062291,2
148,9,4,interior,180,11,4,interior,1,0.05110106076803668,0.05110106076803668,2
76,4,12,interior,108,6,12,interior,1,0.05106715795658651,0.05106715795658651,2
32,2,0,edge,18,1,2,interior,1,0.05092722820499329,0.05092722820499329,3
68,4,4,interior,68,4,4,interior,1,0.050886463325057626,0.050886463325057626,0
18,1,2,interior,1,0,1,edge,1,0.05086330725869521,0.05086330725869521,2
194,12,2,interior,194,12,2,interior,1,0.050771392701011525,0.050771392701011525,0
82,5,2,interior,99,6,3,interior,1,0.05075902365547329,0.05075902365547329,2
43,2,11,interior,60,3,12,interior,1,0.050561232057507115,0.050561232057507115,2
11,0,11,edge,9,0,9,edge,1,0.0503586571059101,0.0503586571059101,2
39,2,7,interior,70,4,6,interior,1,0.05030614559354986,0.05030614559354986,3
34,2,2,interior,34,2,2,interior,1,0.050293250213038515,0.050293250213038515,0
