trial,active_rl_min_db,total_rl_min_db,passive_rl_min_db,integrated_vs_target_max_abs_delta_s,joint_gate_pass
131,12.41172233768022,13.084008108119532,14.74230207033129,0.041064527941797865,1
132,12.558359180987095,13.027874083752044,14.793489220040556,0.03947852711291423,1
133,12.485750910832515,13.057558276660119,14.742626471872967,0.038498937945087054,1
134,12.471998170416116,13.057242520366682,14.828705535728087,0.03843957241473607,1
135,12.573113577081745,13.097002674275217,14.835347161527306,0.03939430006033924,1
136,12.444444652775214,13.074019190434766,14.753928543095059,0.03848437499785544,1
137,12.538718614604676,13.036622625092571,14.750530858451889,0.04092080154368332,1
138,12.507135891229929,13.102228364303311,14.740777699014476,0.041512225114386514,1
139,12.410317627818046,13.07639606386191,14.714639274115795,0.04153367334195382,1
140,12.608403564722206,13.044321511519358,14.80045745205842,0.039308513126806804,1
141,12.572999710965405,13.042118705490767,14.750890840163533,0.03922128293132867,1
142,12.387799659288659,13.094231852382611,14.694800415122259,0.03913660310726949,1
143,12.593840516672987,13.039462763876477,14.786202208053512,0.039621623168374365,1
144,12.509974617434068,13.105882363485055,14.923432255462718,0.040525301211450565,1
145,12.512030128648755,13.027319490852385,14.814248198466737,0.040808886037600356,1
146,12.420627374972177,13.035363876185823,14.809988613934472,0.03816225373862084,1
147,12.481224485491145,13.026262257849975,14.726317680941236,0.040081119708096816,1
148,12.518454825254114,13.014200872122837,14.803950944119961,0.039267541579135305,1
149,12.466392982454886,13.04150905055093,14.65632743727147,0.04012973661796831,1
150,12.502337902000633,13.061120588661485,14.734930020836208,0.03825908282348992,1
151,12.515248532937417,13.013896711148593,14.739709050991387,0.03963076623155226,1
152,12.463668320280956,13.054348921394212,14.71671701107133,0.038694589920538716,1
153,12.479503123294698,13.11211634650884,14.750076522598244,0.0400819487006658,1
154,12.456402693547972,13.067073708715355,14.805593905994378,0.038551882611662903,1
155,12.524716187506804,13.058829560096969,14.731934627848384,0.038624628674070106,1
156,12.47916658027335,13.05093482406254,14.760436395998639,0.04212410062376666,1
157,12.504188666974855,13.01586958416702,14.781890290804828,0.040651796393568196,1
158,12.548942580653733,13.027630182240111,14.821201290587126,0.03891394274740024,1
159,12.452730687852064,13.07054118317743,14.73583507048152,0.039232312595587966,1
160,12.420361666385816,13.026167837273103,14.764201492465075,0.038322198903802965,1
161,12.534853832556664,13.097456107474763,14.8193414793144,0.03828122824987009,1
162,12.552744290587361,13.035130822856804,14.710016405947181,0.04047328525611466,1
163,12.479803233297746,13.030663237756787,14.773540654514521,0.04179350800564751,1
164,12.498797151087555,13.023334803331934,14.86073223113841,0.039022779498026836,1
165,12.532334383476352,13.031630842631731,14.735217258752558,0.04088902861194277,1
